job_num,method,simulation_id,estimate,SE,p_value,ndf,ddf,n_obs,dgp,b_xy,b_cy,b_cx,r_cc
1,all_covs,74,0.04433654319567043,0.09219873354492722,0.6316958248562861,3,96,100,cc,0,"[0.3, 0.3]","[0.3, 0.3]",0
1,all_covs,75,0.06364939861377494,0.09870500600142935,0.5205658668481874,3,96,100,cc,0,"[0.3, 0.3]","[0.3, 0.3]",0
1,all_covs,76,0.2550929753643593,0.10218639709953455,0.014252102472079364,3,96,100,cc,0,"[0.3, 0.3]","[0.3, 0.3]",0
1,all_covs,77,-0.030723631704259378,0.09418948506501083,0.7449909099891532,3,96,100,cc,0,"[0.3, 0.3]","[0.3, 0.3]",0
1,all_covs,78,0.01372110857809887,0.10337959430782562,0.8946882795536066,3,96,100,cc,0,"[0.3, 0.3]","[0.3, 0.3]",0
1,all_covs,79,0.016226230363363903,0.12644207888175768,0.8981567916168852,3,96,100,cc,0,"[0.3, 0.3]","[0.3, 0.3]",0
1,all_covs,80,0.03827010347336489,0.0956274242884714,0.6898982987536716,3,96,100,cc,0,"[0.3, 0.3]","[0.3, 0.3]",0
1,all_covs,81,0.04519304353433813,0.09210825771176423,0.6247927010452519,3,96,100,cc,0,"[0.3, 0.3]","[0.3, 0.3]",0
1,all_covs,82,-0.04865752422443273,0.11128373061176218,0.6629204576983574,3,96,100,cc,0,"[0.3, 0.3]","[0.3, 0.3]",0
1,all_covs,83,0.004752051140899627,0.08056404167010478,0.9530868523348982,3,96,100,cc,0,"[0.3, 0.3]","[0.3, 0.3]",0
1,all_covs,84,-0.2548131643863373,0.11953127845863926,0.035578742772436965,3,96,100,cc,0,"[0.3, 0.3]","[0.3, 0.3]",0
1,all_covs,85,0.0398533476829493,0.1204684415801037,0.7415015606445261,3,96,100,cc,0,"[0.3, 0.3]","[0.3, 0.3]",0
1,all_covs,86,-0.05633700469712548,0.08200188667866154,0.4937259089442466,3,96,100,cc,0,"[0.3, 0.3]","[0.3, 0.3]",0
1,all_covs,87,-0.11850730042999238,0.10896945431370722,0.2795265708133377,3,96,100,cc,0,"[0.3, 0.3]","[0.3, 0.3]",0
1,all_covs,88,-0.009348883594736346,0.09536592972904821,0.92211151948457,3,96,100,cc,0,"[0.3, 0.3]","[0.3, 0.3]",0
1,all_covs,89,-0.01010959150265088,0.09705839640488526,0.917259768501083,3,96,100,cc,0,"[0.3, 0.3]","[0.3, 0.3]",0
1,all_covs,90,-0.02062688513113745,0.09360871951655969,0.8260648168378464,3,96,100,cc,0,"[0.3, 0.3]","[0.3, 0.3]",0
1,all_covs,91,-0.011726286782856025,0.11801516164309996,0.9210576146121338,3,96,100,cc,0,"[0.3, 0.3]","[0.3, 0.3]",0
1,all_covs,92,0.03145149383784573,0.09596524152637906,0.7438231458133348,3,96,100,cc,0,"[0.3, 0.3]","[0.3, 0.3]",0
1,all_covs,93,0.009849042774095963,0.09848671195211017,0.9205498744077667,3,96,100,cc,0,"[0.3, 0.3]","[0.3, 0.3]",0
1,all_covs,94,-0.10830786123477132,0.0895437460004099,0.22942089143727684,3,96,100,cc,0,"[0.3, 0.3]","[0.3, 0.3]",0
1,all_covs,95,-0.0919451995977935,0.11275762735801063,0.416848534500901,3,96,100,cc,0,"[0.3, 0.3]","[0.3, 0.3]",0
1,all_covs,96,-0.016477814671464724,0.10283441058317856,0.8730315481113707,3,96,100,cc,0,"[0.3, 0.3]","[0.3, 0.3]",0
1,all_covs,97,-0.1490274851596478,0.10893671673255233,0.17449980480452545,3,96,100,cc,0,"[0.3, 0.3]","[0.3, 0.3]",0
1,all_covs,98,0.1879098112617801,0.13358135924730305,0.162743395870459,3,96,100,cc,0,"[0.3, 0.3]","[0.3, 0.3]",0
1,all_covs,99,-0.05935845471335679,0.08452484477872116,0.48421602306370515,3,96,100,cc,0,"[0.3, 0.3]","[0.3, 0.3]",0
1,all_covs,100,-0.043404467025461545,0.11129716458626707,0.697409947255127,3,96,100,cc,0,"[0.3, 0.3]","[0.3, 0.3]",0
1,no_covs,1,0.082157769661112,0.10407179200834774,0.43176447273489515,1,98,100,cc,0,"[0.3, 0.3]","[0.3, 0.3]",0
1,no_covs,2,0.20504805635106643,0.09682170390208779,0.03672328699901011,1,98,100,cc,0,"[0.3, 0.3]","[0.3, 0.3]",0
1,no_covs,3,0.31372483618802266,0.11300118346391586,0.00658725056126995,1,98,100,cc,0,"[0.3, 0.3]","[0.3, 0.3]",0
1,no_covs,4,0.2563307614038193,0.10741809191620356,0.018939966251613066,1,98,100,cc,0,"[0.3, 0.3]","[0.3, 0.3]",0
1,no_covs,5,0.16460835041365007,0.09668219619281425,0.09181823301243312,1,98,100,cc,0,"[0.3, 0.3]","[0.3, 0.3]",0
1,no_covs,6,0.19613056439604412,0.08405228279824134,0.021668688797659093,1,98,100,cc,0,"[0.3, 0.3]","[0.3, 0.3]",0
1,no_covs,7,0.29638805042963406,0.107001967940811,0.0067076676863123555,1,98,100,cc,0,"[0.3, 0.3]","[0.3, 0.3]",0
1,no_covs,8,0.09283333034417426,0.10564466522437432,0.3816961635508501,1,98,100,cc,0,"[0.3, 0.3]","[0.3, 0.3]",0
